name;email
Домашняя газета;info@superomsk.ru  proidakova@omsk55mail.ru  
Бумер газета;gazetabumer@mail.ru  bumer45161@mail.ru  
МеталлТрейд журнал;9313851@mail.ru  
КомпьюАрт журнал;kharatyan@compress.ru  
Здоровье физкультура спорт журнал;k_badikova@list.ru  
Мещерские вести газета;mwkp@mail.ru  
Вестник газета;kpiadm@yandex.ru  
Fake-MM интернет-журнал;ceo@pikada-lab.ru  
Кронштадтский вестник газета;kronvest@mail.ru  
На здоровье! газета;watson310894@gmail.com  
Курорты и туризм журнал;kurtur@mail.ru  kubtur@bk.ru  adolfovich.alexashka@gmail.com  
Luxury Home журнал;autodiler039@mail.ru  ;
СОКОЛЕНОК журнал;covid@yandex-team.ru  ;
Бизнес-центр Старый Оскол-Губкин-Белгород газета;acherkashina@b-mag.ru  
КМВ Экспресс;main@kmvexpress.ru  
Яшел Узен газета;yashel_uzen@mail.ru  
Идеальный вариант газета;ni0708@mail.ru  i_variant@mail.ru  
Игрок спортивно-еженедельная газета;info@sport-igrok.ru  
Ставропольская правда газета;gazeta@stapravda.ru  
Безопасность и риск фармакотерапии журнал;goubareva@expmed.ru  press@expmed.ru  gf@expmed.ru  kabinet@expmed.ru  osmibp@expmed.ru  
ЭКО журнал;ecoinformer@gmail.com  kryukov@ieie.nsc.ru  eco@ieie.nsc.ru  aganbegyan@ane.ru  baranov@ieie.nsc.ru  
Флотэксперт журнал;artxxx@ya.ru  baltprint@baltprint.ru  info1@baltprint.ru  wapnishantha@gmail.com  info@monolit_express.ru  
Новости Краснознаменска газета;krasnk@mail.ru  novrub@novrub.ru  3209984@gmail.com  reklama.vnk@mail.ru  dod@mosreg.ru  
The Art Newspaper Russia газета;subscribe@theartnewspaper.ru  adv@theartnewspaper.ru  pr@theartnewspaper.ru  info@theartnewspaper.ru  
Сноб журнал;complain@snob.ru  dear.editor@snob.ru  reklama@snob.ru  podpiska@snob.ru  xchudinova@snob.ru  
Всё под боком газета;perm.mrt@gmail.com  gazeta@vsepodbkom.ru  
ЯРМАРКА СТРОЙКА;if@333888.ru  stroykaliningrad@gmail.com  kornet3960@mail.ru  info@welle-klass.ru  abloy39@rambler.ru  
Отдых в России журнал;g.fazioli@undolog.com  g.fazioli@saidmade.com  
Казанские истории электронная газета;ageevalv@mail.ru  gulnazik_91@list.ru  
Играем с начала газета;info@yankelevitch.com  evard_igor@mail.ru  aimzhan@inbox.ru  
ЗНАМЯ газета;nis@mail.ru  job@printho.ru  
Поиск-НН журнал;pr@lunn.ru  rus_style@lunn.ru  poisk-nn@nnic.nnov.ru  
Новосибирский район - территория развития редакция газеты;nsr-news@mail.ru  ;
Рабочий краевая государственная газета;sgztr24@gmail.com  
Журнал СФУ;rio@sfu-kras.ru  journal@sfu-kras.ru  
Псковская провинция газета;province@pskovline.ru  
Модуль газета;office@ria-module.ru  
Московская Немецкая Газета;redaktion@martens.ru  
Редакция Республиканской Газеты Дербент;dnderbent@yandex.ru  
Юный бизнесмен журнал;ir.tcherkasova@yandex.ru  vidyakina.elena1105@gmail.com  shpekova_lubov@mail.ru  annabel70@mail.ru  79826909211@yandex.ru  
Высотные здания журнал;info@tallbuildings.ru  sbogomolova@tallbuildings.ru  pr@centrvk.ru  forum@bebrand.ru  
Экология и промышленность России журнал;info@kalvis.ru  podpiska@kalvis.ru  ecip1996@yandex.ru  ctls@kalvis.ru  izv.vuz@misis.ru  
Polymer Science Series A. Polymer Physics журнал;compmg@maik.ru  customerservice@springer.com  subscriptions@springer.com  webmaster@polymsci.ru  vms@ips.ac.ru  
Бюллетень международных договоров журнал;internet@garant.ru  yurizdat@gov.ru  
Physics of Wave Phenomena журнал;compmg@maik.ru  customerservice@springer.com  subscriptions@springer.com  voliak@ran.gpi.ru  
Кино репортер журнал;v.shchukina@thr.ru  
Промышленный еженедельник газета;doc@promweekly.ru  promweekly@mail.ru  
Вольная Кубань газета;reklama@gazetavk.ru  kaprelov@gazetavk.ru  vkkrd@mail.ru  oks-shherbak@rambler.ru  madoy_crr_ds18@mail.ru  
Знамёнка газета;znamenka-gur@mail.ru  
Приокская новь газета;nov_ribnoe@mail.ru  
Фома журнал;example@example.com  podpiska@foma.ru  info@foma.ru  reklama@foma.ru  lavka@foma.ru  
Аргументы и Факты-Дальний Восток газета;assist@2x2.su  diana_rec@2x2.su  
Областная газета;og@og-irk.ru  og@ogirk.ru  univerself@gmail.com  
Дорожное строительство журнал;kloder3@gmail.com  sport@omorrss.ru  info@stroyorbita.ru  
Фарматека журнал;subscription@bionika-media.ru  pharmateca@bionika.ru  pharmateca@yandex.ru  linnik@bionika-media.ru  polyakova@bionika-media.ru  
Выбор газета;6327655@mail.ru  arsenij.baitimerov@yandex.ru  
Знамя Володарская районная газета;gazetaznamia@bk.ru  ;
Красное знамя газета;nataly@kz.tomsk.ru  priem@kz.tomsk.ru  
Differential Equations журнал;nanbelarus@gmail.com  iline@cs.msu.su  navukapobach@gmail.com  compmg@maik.ru  customerservice@springer.com  
Вестник государственной регистрации журнал;ivanov@mail.ru  s_reznikov@mail.ru  vestnik.maikop@rambler.ru  guzel-vestnik@ya.ru  kartoteka.03@mail.ru  
Клиническая нефрология журнал;subscription@bionika-media.ru  cn@bionika-media.ru  fomin_vic@mail.ru  reklama@bionika-media.ru  divlekeeva@bionika-media.ru  
Йолога газета;smi-komimu@mail.ru  
Дом снаружи и внутри журнал;plus@strk.ru  
Свет Маяков редакция газеты;bessarab@duma.gov.ru  ;
Модное белье журнал;mirmoda@mail.ru  moda-katalog@yandex.ru  info@popmoda.ru  2332521@mail.ru  modahse@fashionconsulting.ru  
Трудовые споры журнал;events@gd.ru  
Городские вести газета;fond_prv@mail.ru  adv@gorodskivesti.ru  pressa@prvadm.ru  vertlugova@gorodskievesti.ru  loginova@gorodskievesti.ru  
Медицинская техника журнал;editor@mtjournal.ru  mtjournal@mtjournal.ru  kavalerov@mail.ru  info@mtjournal.ru  
Аманат журнал;amanat@yandex.ru  pokrivalo-12@mail.ru  
Источник новостей газета;kirovregion@list.ru  smirnovan1991@mail.ru  ann_sema@mail.ru  thaikirov@yandex.ru  philarmonia.kirov@yandex.ru  
Учитель Дагестана газета;uchitel-dag@mail.ru  ;
Рынок недвижимости Томска и Томской области журнал;promo@rntom.ru  
Свадебный вестник журнал;bazar81@mail.ru  
GORKOVCHANKA журнал;blackcat.nnov@gmail.com  
Вопросы государственного и муниципального управления журнал;hse@hse.ru  abitur@hse.ru  press@hse.ru  
Бактериология журнал;red@mm-agency.ru  podpiska@mm-agency.ru  reklama@mm-agency.ru  nodinform@gmail.com  perinatal@ctogroup.ru  
Сувар газета на чувашском языке;suvar@mail.ru  
Дорогое удовольствие журнал;welcome@dorogoe.ru  
Янарыш газета;janartat@inbox.ru  
Люди И Вещи. Shopping журнал;directorshopping@gmail.com  tatiana@unity-press.ru  korepanova.anuta@yandex.ru  
Современный дом журнал;ng@dom-online.ru  reception@dom-online.ru  
Самарское обозрение деловая газета;sekret@63media.ru  lyamin@63media.ru  portal@63media.ru  
Парламентский вестник Дона газета;delta010@mail.ru  
Промышленные страницы Сибири журнал;info@pgmedia.ru  reklama@pgmedia.ru  zarubin@krasfair.ru  nakonechnaya@krasfair.ru  ccb@krasfair.ru  
Комсомольская правда-Томск газета;kp@kp.ru  
Вестник. Поволжье журнал;info@mediayug.ru  euro@mediayug.ru  brichag@mediayug.ru  khirgiy@mediayug.ru  
Аргументы и Факты газета;aifzdorovie@aif.ru  event@aif.ru  
Метро74 региональная сеть газет;info@metro74.ru  
Новое дело газета;gazeta@novdelo.ru  
Земля Нижегородская газета;zem.nnov@gmail.com  
Мир нефтепродуктов. Вестник нефтяных компаний журнал;info@periodicals.ru  plast@rccgroup.ru  neftemir@rambler.ru  tehinform_buh1@rambler.ru  tehinform2@rambler.ru  
Свободный курс газета;news@altapress.ru  ads@altapress.ru  tiunova22rus@gmail.com  graphxd@ab.ru  graphxd@yandex.ru  
ПОИСК газета;editor@poisknews.ru  
Моя газета+ газета для детей и подростков;mygazeta10@mail.ru  
Уральский казак газета;smp@etel.ru  amanurala@mail.ru  ataman@etel.ru  atamanurala@mail.ru  autoned@yandex.ru  
Окно газета;okno_83@mail.ru  
Мегаполис. Архангельск и область рекламно-информационная газета;pochta@yandex.ru  
Крестьянский двор областная сельскохозяйственная газета;kresdvor@yandex.ru  office@tvsagrotechnika.ru  info@volgogradexpo.ru  olya@volgogradexpo.ru  elena@volgogradexpo.ru  
В Магнитке. Все каналы ТВ газета;l_xchg@mail.ru  info@tktera.ru  
Вакансии для всех газета;kava@sibmail.com  matreshkatomsk@yandex.ru  shtuchki_adm@mail.ru  kc_kachestvo@mail.ru  
Уральский Трубник газета;pervouralsk_media@mail.ru  gramotnoetv@gmail.com  tv_evrazia@mail.ru  pervotv@mail.ru  ksv1107@yandex.ru  
Best of the best журнал;deti48@list.ru  
Навигатор газета;gazeta@navigato.ru  
Bellissimo журнал;info@bellissimotv.ru  
Время Воронежа интернет-газета;info@vrntimes.ru  
Кызыл тан газета;oleg-kt@yandex.ru  razilyanizam@mail.ru  reklama_kt07@mail.ru  pdf-kt@mail.ru  admin@web102.ru  
Читинское обозрение газета;gia9@egechita.ru  gia11@egechita.ru  vg_zarubin@mail.ru  chitobozrenie@mail.ru  
Всем! Рекламный вестник газета;reg@av77.ru  rv@gazetavsem.ru  
Упрощёнка журнал;info@sq97.ru  
1000 вакансий газета;gazeta1000kzn@yandex.ru  
Бойкое место рекламно-информационная газета;bm_gazeta@mail.ru  bm_gazetaram@mail.ru  
Вектор образования газета;eduurfo@gmail.com  vzglyad@inbox.ru  smi.ekaterina@gmail.com  reception@fipi.org  
Business class газета;info@business-class.su  
Емельяновские веси газета;ya.redacczia@yandex.ru  
ДЕТКIDS журнал;detkids@mail.ru  
Вечерний Челябинск газета;editor@vecherka.su  bannova.l@mail.ru  ruantipova@vecherka.su  veselkov299@yandex.ru  fnv@vecherka.su  
Независимая звездочка газета;nz01@list.ru  
Мой район газета;web@mr7.ru  
Сто объявлений журнал;adamyan7777@mail.ru  salon.blesk@mail.ru  kretu.roma@mail.ru  olgja.tsaregorodtseva@mail.ru  adv@sto-ob.ru  
Вестник отраслевой журнал;pr.msk@proestate.ru  pr.assistant@proestate.ru  pressa@gge.ru  info@ideuromedia.ru  deyneko@mediayug.ru  
REC journal журнал;recjournal@list.ru  
Пензенская правда газета;info@pravda-news.ru  
ПолитСибРу журнал;politsib@yandex.ru  
АгроПрофи журнал;agroprofi@prph.ru  grishkovskaya@prph.ru  zhukova@prph.ru  
Hello! журнал;infohello@hello.ru  vimatovich@forwardmg.ru  msaveljeva@forwardmg.ru  m.kolmakova@forwardmg.ru  e.bukhtiyarova@forwardmg.ru  
Вестник гражданского права журнал;articles.mvgp@gmail.com  podpiska@mvgp.ru  mvgp@mvgp.ru  
Я выбираю информационно-рекламный журнал;texnus@mail.ru  
Йэншишма газета;yanshishma@yandex.ru  
